"gender","marriage","age","rank","kid","com","growth_origin","sectors_code","position_code","ccode","com_size","CSEP_prob","position_clean","nationality","n_fam","CSEP","salary","fam_wealth","edu","eng","livcost","wealth_init","wealth_rank","com_house","com_child","hpref_dist","hpref_safe","hpref_fq","hpref_loc","hpref_edu","hpref_nroom","salary_mth","hpref_price","spouse_edu","spouse_rpe","spouse_gender","spouse_age","visaperiod"
1,1,41,3,0,-0.169830311254288,4.39661161463393,0,5,42,1,1,"Health","Dominican Republic",2,1,64002.9719127992,8393.94755606009,96.6757069071808,94.9931592721546,1270.44224850929,72396.9194688593,4,2,1,4,5,4,3,0,1,5333.58099273327,4000.18574454995,72.292919805345,1,0,39.0922064017302,9125
1,1,41,1,0,-0.926810729061633,4.39661161463393,0,5,42,1,1,"Health","Dominican Republic",2,1,46040.1054438729,8034.96988644649,94.1998805407159,91.1178365448443,912.411688849481,54075.0753303194,4,1,0,5,4,4,4,0,1,3836.67545365607,2877.50659024206,65.18415671951,1,0,40.5021867622643,365
0,1,26,2,1,-0.524321678115383,4.39661161463393,3,63,42,1,0.95,"Technical/Digital","Dominican Republic",3,1,31197.9224976898,8127.28012201587,85.9261896239667,84.7880714960968,643.884282422505,39325.2026197057,2,1,0,2,2,2,3,0,2,2599.82687480748,1039.93074992299,81.7004388211134,1,1,23.058676301554,730
0,1,27,1,3,-1.02970825386431,4.39661161463393,3,63,42,1,0.95,"Technical/Digital","Dominican Republic",5,1,28064.7071516819,8201.60995782892,82.07035627382,80.2244167763384,573.097471085441,36266.3171095108,2,1,1,2,3,3,2,1,2,2338.72559597349,935.490238389396,65.8643989685525,0,1,25.403953670103,365
0,1,33,2,0,-0.838833068727059,4.39661161463393,0,6,42,1,1,"Medical","Dominican Republic",2,1,27957.4417071923,8176.86858977765,95.2650497525871,95.1875907198838,561.887145516843,36134.31029697,2,1,1,3,3,3,2,0,1,2329.78680893269,931.914723573078,71.4154645790383,1,1,32.4429257657846,730
0,0,33,3,0,0.128303223625213,4.39661161463393,0,6,42,1,1,"Medical","Dominican Republic",1,1,34965.0903821186,8023.13821625499,93.8436097688688,91.9517272693214,714.294323762322,42988.2285983736,3,2,0,4,3,4,3,0,1,2913.75753184322,1748.25451910593,78.01,1,1,30.7993639284662,12045
1,0,38,1,0,-0.636759380371442,-0.654446166241726,1,26,51,1,0.3,"Performer","Jamaica",1,1,31681.0933356912,4792.53003457219,68.4092972628387,89.7052357750717,628.492804468549,36473.6233702633,2,1,0,2,2,3,2,0,1,2640.0911113076,1056.03644452304,78.01,0,0,36.7056327445351,365
1,0,30,1,0,-0.372457624813154,-0.654446166241726,1,26,51,1,0.3,"Performer","Jamaica",1,0,31713.6783032222,4822.79478530237,69.3954456158411,89.3649187078844,630.058511300922,36536.4730885246,2,2,0,2,3,2,2,0,1,2642.80652526852,1057.12261010741,78.01,0,0,26.173939699821,365
0,1,37,3,2,1.54400239623611,-0.654446166241726,2,38,51,1,0.8,"Auditing","Jamaica",4,1,50024.0764951436,4843.70018782457,77.1971658509411,87.9577654599659,991.486483048833,54867.7766829681,4,3,1,4,5,5,5,1,2,4168.67304126196,3126.50478094647,89.5029180490133,0,1,35.2788256462934,10585
0,1,35,1,2,-0.0238708447954282,-0.654446166241726,2,38,51,1,0.8,"Auditing","Jamaica",4,1,36032.0988997253,4831.60942654703,77.1312375661425,90.2498195625003,718.449678929329,40863.7083262723,3,3,1,3,4,4,3,1,3,3002.67490831044,1801.60494498627,79.6251894179228,0,0,32.624143754243,365
1,0,29,2,0,-0.743493114112352,-0.654446166241726,2,48,51,1,0.8,"Quality Assurance","Jamaica",1,1,40745.867726956,4758.72369390234,77.4351288206314,89.689036954615,800.783930036283,45504.5914208583,3,1,1,3,4,4,4,0,0,3395.48897724633,2037.2933863478,78.01,0,0,25.7667092738784,730
1,0,29,3,0,0.762701591523907,-0.654446166241726,2,48,51,1,0.8,"Quality Assurance","Jamaica",1,1,51046.9832664715,4972.72163663878,78.2629698405996,91.9524358180036,1018.86509096717,56019.7049031103,4,1,0,4,4,5,3,0,1,4253.91527220596,3190.43645415447,78.01,0,0,28.2966078071133,13505
1,1,26,1,0,-0.360862825134848,-0.654446166241726,3,54,51,1,0.95,"Analyst","Jamaica",2,1,32378.308681878,4863.36514691965,85.3517575407463,89.5852359218708,650.502227747933,37241.6738287977,2,1,0,3,2,2,2,0,2,2698.1923901565,1079.2769560626,78.9771130487463,0,0,24.6483560075996,365
1,0,29,3,0,-1.3014270250204,-0.654446166241726,3,54,51,1,0.95,"Analyst","Jamaica",1,1,45005.0927350072,4794.21069347195,86.2225493616217,90.4619136534939,900.029591470251,49799.3034284792,4,3,1,4,5,5,4,0,1,3750.42439458393,2812.81829593795,78.01,1,0,26.6785400154415,13505
1,1,38,1,1,-1.3530337435325,2.31658029064477,6,71,100,1,0.9,"Academic/Teaching","Colombia",3,0,49653.4198406838,6206.04650261838,96.0876853632356,92.4867048886528,1011.83842154932,55859.4663433022,4,1,0,4,4,4,5,1,3,4137.78498672365,3103.33874004274,76.8823290485862,1,1,36.1040363315203,365
1,1,36,1,3,0.571669980769387,2.31658029064477,6,71,100,1,0.9,"Academic/Teaching","Colombia",5,0,49657.2851100217,6252.73664928954,94.6250460350538,93.4955219775637,990.492551258534,55910.0217593113,4,3,0,4,4,4,5,0,3,4138.10709250181,3103.58031937636,91.0339953871043,1,0,34.9792416301796,365
1,0,31,3,0,-1.683267386019,2.31658029064477,3,61,100,1,0.95,"Networks","Colombia",1,1,44977.7674172159,6279.4776088387,84.8797154873203,82.3723039909317,901.744217408982,51257.2450260546,4,3,0,4,4,4,4,0,0,3748.14728476799,2811.11046357599,78.01,0,1,29.2554365180534,12775
1,0,35,3,0,-0.842897702652756,2.31658029064477,3,61,100,1,0.95,"Networks","Colombia",1,1,44988.2972284016,6154.42035855254,84.9360982848252,80.8154342273973,908.019639502333,51142.7175869542,4,1,1,4,3,5,4,0,1,3749.02476903347,2811.7685767751,78.01,1,0,31.434084436349,11315
1,0,26,1,0,-0.348709688115905,2.31658029064477,3,54,100,1,0.95,"Analyst","Colombia",1,1,32424.2196067939,6381.02032855243,87.4740648565157,84.1810593943374,646.226028123651,38805.2399353464,2,2,1,2,3,2,3,0,1,2702.01830056616,1080.80732022646,78.01,1,0,26.0312209671892,365
1,0,28,2,0,0.541470742340222,2.31658029064477,3,54,100,1,0.95,"Analyst","Colombia",1,1,36016.3697281621,6161.40807624158,86.195586182884,82.8520283155441,723.804476787505,42177.7778044037,3,2,0,4,4,3,3,0,1,3001.36414401351,1800.8184864081,78.01,0,0,26.2725029402082,730
1,1,31,2,3,0.579729149834317,2.31658029064477,2,48,100,1,0.8,"Quality Assurance","Colombia",5,1,40867.5096488776,6156.01239878518,79.5126337253916,79.4741666034759,818.285707002791,47023.5220476627,3,2,0,4,3,4,3,1,3,3405.62580407313,2043.37548244388,63.0903145360003,0,0,27.6007320098712,730
1,0,31,3,0,-0.34052445728241,2.31658029064477,2,48,100,1,0.8,"Quality Assurance","Colombia",1,1,50989.4169413053,6206.34645043759,78.0074075091237,77.1699345037887,1009.69454280295,57195.7633917429,4,1,1,5,4,3,5,0,1,4249.11807844211,3186.83855883158,78.01,1,0,27.7780857040571,12775
1,0,32,2,0,-0.504813965268651,2.31658029064477,3,63,100,1,0.95,"Technical/Digital","Colombia",1,1,31198.9698239088,6067.89738988837,88.4789922837949,82.552659881345,625.14539332016,37266.8672137972,2,1,0,3,3,2,2,0,1,2599.9141519924,1039.96566079696,78.01,1,0,30.6668127858242,730
0,0,31,2,0,-1.12512622755563,2.31658029064477,3,63,100,1,0.95,"Technical/Digital","Colombia",1,1,31180.5147217481,6294.57305368887,84.4349809982923,88.9294295352252,623.906599913557,37475.0877754369,2,2,1,2,3,2,3,0,1,2598.37622681234,1039.35049072494,78.01,1,1,30.4502299057126,730
0,1,33,1,1,0.53540944718434,2.31658029064477,1,15,100,1,0.7,"Design","Colombia",3,1,33135.1810695748,6214.5607586608,79.4461515207109,72.1882982337879,659.191846049687,39349.7418282356,2,1,0,3,3,3,3,1,2,2761.26508913123,1104.50603565249,62.4472042567933,0,1,30.919049021798,365
0,0,32,1,0,-0.196740718320885,2.31658029064477,1,15,100,1,0.7,"Design","Colombia",1,1,33097.4051143878,6224.13290542259,76.4470896945859,66.8033422139015,673.420311135442,39321.5380198104,2,3,1,2,3,2,2,0,1,2758.11709286565,1103.24683714626,78.01,0,1,29.5816645622611,365
0,1,32,1,1,0.131833978478341,2.31658029064477,1,15,100,1,0.7,"Design","Colombia",3,1,33130.641275348,6106.0961643305,76.5365409574216,67.259532955485,658.036087802872,39236.7374396785,2,3,1,2,2,2,3,0,1,2760.88677294567,1104.35470917827,75.9567099244275,1,1,30.2418021760108,365
1,1,40,2,2,1.99306301443387,2.31658029064477,2,45,100,1,0.8,"Management (General)","Colombia",4,1,38342.2925939066,6217.35395216112,79.201075059131,82.3221505321989,776.971650525055,44559.6465460677,3,1,1,3,3,4,4,1,3,3195.19104949222,1917.11462969533,94.1060782151369,1,0,38.1899165901745,730
1,1,37,1,0,1.78707138389226,2.31658029064477,2,45,100,1,0.8,"Management (General)","Colombia",2,1,34535.2815246087,6188.02530620472,79.6815883063306,77.7687704405565,684.017397611369,40723.3068308135,3,1,1,3,3,4,3,0,0,2877.94012705073,1726.76407623044,67.4531567502167,1,0,35.1097106065774,365
1,1,40,3,1,0.379904050912864,2.31658029064477,2,41,100,1,0.8,"Director/Board","Colombia",3,1,62966.3211690455,6350.98799744093,77.3208395715403,81.2779241866194,1271.03945995149,69317.3091664864,4,1,0,4,5,4,5,1,2,5247.19343075379,3935.39507306534,74.3626941490381,1,0,39.0201050641605,9490
0,1,37,2,0,-0.977011079802581,2.31658029064477,2,41,100,1,0.8,"Director/Board","Colombia",2,1,50419.69925537,6100.52702441237,76.0067733288422,81.1899469149457,1008.5171626426,56520.2262797824,4,1,0,4,4,5,4,0,0,4201.64160461416,3151.23120346062,88.679340016839,1,1,34.6671687259403,730
1,1,35,2,2,-0.429700081131985,2.31658029064477,3,56,100,1,0.95,"Data","Colombia",4,1,40023.3569990912,6225.66955443025,88.0182273598054,85.1852103412192,794.215373185839,46249.0265535214,3,2,1,3,3,4,3,0,2,3335.27974992426,2001.16784995456,71.9382225493978,0,0,32.6283836421952,730
1,1,39,1,2,1.17309510052613,2.31658029064477,3,56,100,1,0.95,"Data","Colombia",4,1,36039.6634894089,6327.45048847229,86.3735198968655,84.273029224923,714.397637035034,42367.1139778812,3,3,1,4,3,3,4,0,1,3003.30529078407,1801.98317447044,71.5502898210914,1,0,37.5780667900306,365
0,0,28,3,0,-0.755781282318511,2.31658029064477,2,40,100,1,0.8,"Consultancy","Colombia",1,1,130035.592603501,6279.70055272789,77.4775749304214,76.7910890408683,2624.97957995305,136315.293156229,5,1,1,5,4,5,4,0,0,10836.2993836251,9752.66944526255,78.01,1,1,23.9799032685262,13870
0,0,25,1,0,1.2347324842452,2.31658029064477,2,40,100,1,0.8,"Consultancy","Colombia",1,1,93695.9091921817,6194.48532560748,78.9596852924735,76.9178924947542,1877.59493742516,99890.3945177892,5,1,0,5,4,5,4,0,1,7807.99243268181,7027.19318941363,78.01,1,1,22.6244240695721,365
0,1,28,1,1,0.69753198279882,2.31658029064477,2,44,100,1,0.8,"Human Resources","Colombia",3,1,48282.7411379147,6250.52735684622,79.7479282410746,80.3076041572858,966.689252089549,54533.2684947609,4,1,0,4,5,4,4,0,3,4023.56176149289,3017.67132111967,83.4292959131491,1,0,25.3890577108295,365
0,1,32,2,0,-0.102530475374429,2.31658029064477,2,44,100,1,0.8,"Human Resources","Colombia",2,1,53570.8092718024,6260.94578682135,76.4082166694195,75.7505032764742,1074.69315731352,59831.7550586238,4,3,0,4,4,5,5,0,2,4464.23410598353,3348.17557948765,81.822565793128,0,1,29.4019584550511,730
1,1,35,3,3,0.120751097256608,2.31658029064477,2,47,100,1,0.8,"Operations","Colombia",5,0,53020.0326856508,6320.86242640715,78.6110890925878,78.9812602060631,1046.06218626883,59340.895112058,4,1,0,4,5,3,5,0,4,4418.33605713757,3313.75204285318,83.6322339422217,1,0,32.2983471919119,11315
1,1,30,1,1,1.33467779861173,2.31658029064477,2,47,100,1,0.8,"Operations","Colombia",3,1,38134.4881427562,6338.50654807765,76.6748501869089,85.5573023045157,766.222681017975,44472.9946908339,3,1,0,4,3,4,3,1,2,3177.87401189635,1906.72440713781,73.8809975401842,1,0,28.6998023627275,365
0,0,27,1,0,0.2689940192941,2.31658029064477,2,35,100,1,0.8,"Accounting","Colombia",1,0,38858.9130352401,6348.93998849092,78.0975790050508,79.5925621123303,775.759500957708,45207.8530237311,3,3,1,4,3,3,3,0,1,3238.24275293668,1942.94565176201,78.01,0,1,25.2209841638576,365
0,0,27,3,0,1.67576251080585,2.31658029064477,2,35,100,1,0.8,"Accounting","Colombia",1,0,54038.7270082495,6127.90203799079,78.194402527183,83.2234958782648,1096.56730191917,60166.6290462403,4,2,0,4,4,3,4,0,1,4503.22725068746,3377.42043801559,78.01,1,1,25.2257939026507,14235
0,1,26,1,1,-1.08604525602188,2.31658029064477,2,35,100,1,0.8,"Accounting","Colombia",3,1,38868.5885241215,6328.46507472867,77.6725474390315,78.8454565803768,783.246591394592,45197.0535988502,3,3,0,4,3,4,4,1,1,3239.04904367679,1943.42942620607,85.4253627650088,1,1,25.4429788725085,365
0,0,27,1,0,-0.283838732005103,2.31658029064477,2,35,100,1,0.8,"Accounting","Colombia",1,1,38755.8323230905,6185.96971736584,80.4838538969555,85.9998055374993,781.264746694466,44941.8020404564,3,1,1,3,3,3,4,0,1,3229.65269359088,1937.79161615453,78.01,1,1,23.9565083150101,365
0,0,26,2,0,-0.571399291350053,2.31658029064477,2,35,100,1,0.8,"Accounting","Colombia",1,1,43151.1345758145,6201.98692586512,76.4555364553028,78.6506908976162,850.885735154674,49353.1215016796,4,2,0,4,3,5,3,0,0,3595.92788131788,2696.94591098841,78.01,0,0,24.157860677593,730
1,1,38,1,0,-0.317341214766898,2.31658029064477,3,60,100,1,0.95,"Information Technology/Software","Colombia",2,1,46040.5829818469,6214.1594917661,85.4040792440822,83.3118387143728,904.852861432003,52254.742473613,4,1,1,4,5,4,4,0,2,3836.71524848724,2877.53643636543,85.2942822924463,1,0,36.135318063264,365
0,1,38,1,1,1.30940131700536,2.31658029064477,3,60,100,1,0.95,"Information Technology/Software","Colombia",3,0,46110.3303890622,6160.79432757504,87.30367507774,86.2456528319715,922.236844940728,52271.1247166372,4,2,1,3,5,5,4,1,4,3842.52753242185,2881.89564931639,74.543054926196,0,1,37.6717088674753,365
0,1,26,1,0,-0.379455961163796,2.31658029064477,5,68,100,1,0,"Farming/Agricultural","Colombia",2,0,20172.7612993905,6301.34154024836,68.0338673360932,47.0250258931671,398.024362308143,26474.1028396388,1,1,1,2,2,1,1,0,0,1681.06344161587,588.372204565555,83.1035217507437,0,1,23.4296322107906,365
0,1,30,1,0,-0.689667166731042,2.31658029064477,5,68,100,1,0,"Farming/Agricultural","Colombia",2,0,20152.3907070958,6211.0650511145,70.5678413920782,47.8600817732743,403.938720481737,26363.4557582103,1,1,1,2,1,2,1,0,2,1679.36589225799,587.778062290295,68.3343063640359,0,1,27.928115160196,365
1,1,40,3,1,-0.0485737079314453,2.31658029064477,0,6,100,1,1,"Medical","Colombia",3,1,35014.5980490858,6244.23049170057,95.751971080409,91.9663850160505,690.919009274391,41258.8285407864,3,1,0,4,4,4,3,1,3,2917.88317075715,1750.72990245429,75.0120618673329,0,0,37.8092784124891,9490
1,1,39,2,2,0.634553103138885,2.31658029064477,0,6,100,1,1,"Medical","Colombia",4,1,27995.5337304786,6181.36022911684,95.6338687810248,98.6754518247727,558.940691104427,34176.8939595955,1,1,0,1,2,1,1,1,3,2332.96114420655,816.536400472293,82.1864379753623,1,0,36.1593182068432,730
1,1,36,1,0,-2.46403160425034,2.31658029064477,0,6,100,1,1,"Medical","Colombia",2,1,25224.1484439524,6305.75744917709,94.9873607787537,94.7752310070392,509.977917582927,31529.9058931294,1,1,0,1,1,1,1,0,1,2102.01237032936,735.704329615277,64.3406847934696,0,0,35.2832267778881,365
0,0,32,1,0,-0.302485240071636,2.31658029064477,1,17,100,1,0.8,"Engineering (General)","Colombia",1,1,32441.1024187301,6282.35367306894,61.8521513275901,68.0934481312997,643.640900139383,38723.4560917991,2,1,1,2,3,2,3,0,1,2703.42520156084,1081.37008062434,78.01,1,1,30.4363393922313,365
0,1,35,2,3,1.50150535893325,2.31658029064477,1,17,100,1,0.8,"Engineering (General)","Colombia",5,0,36015.376977845,6117.5118768889,61.4242872420074,65.1834235845351,694.857171538525,42132.8888547339,3,1,1,4,3,4,3,0,3,3001.28141482042,1800.76884889225,64.4526274161942,0,1,34.1491644724327,730
0,1,40,2,0,-0.270888488421327,NA,6,76,101,1,0.9,"Researcher","Venezuela",2,1,36778.6054149834,5222.59611756448,94.8348370827544,96.3354050622987,744.738984905608,42001.2015325479,3,1,1,3,3,4,3,0,3,3064.88378458195,1838.93027074917,67.2277542546614,1,1,39.7883616101056,730
0,1,43,1,3,1.59557397238881,NA,6,76,101,1,0.9,"Researcher","Venezuela",5,1,33146.3075284641,5075.89355003963,94.6749152815196,95.0983768230162,665.38766782688,38222.2010785038,2,1,0,3,2,2,2,1,2,2762.19229403868,1104.87691761547,77.5497053304872,1,1,41.7336124106027,365
1,0,26,1,0,1.28237832371073,NA,3,60,101,1,0.95,"Information Technology/Software","Venezuela",1,1,46086.5618252238,5205.78167153464,85.5553494659113,83.4371223148524,920.044298510314,51292.3434967584,4,1,1,4,5,5,3,0,0,3840.54681876865,2880.41011407649,78.01,1,0,24.5012960999808,365
1,0,26,2,0,0.304526096704643,NA,3,60,101,1,0.95,"Information Technology/Software","Venezuela",1,1,51219.6758629248,5067.98082420302,86.7755818167721,83.806507086536,1014.3148264398,56287.6566871279,4,1,1,4,5,5,4,0,1,4268.3063219104,3201.2297414328,78.01,0,0,24.76558319969,730
1,1,30,1,2,-0.0148951098192683,NA,0,6,101,1,1,"Medical","Venezuela",4,1,25162.0581664225,5141.2746586008,97.6721007925552,96.4751254201161,517.435636633803,30303.3328250233,1,2,1,1,2,1,1,0,3,2096.83818053521,733.893363187323,71.216592888507,0,0,26.4850058423721,365
1,0,33,2,0,-1.60004341435853,NA,0,6,101,1,1,"Medical","Venezuela",1,1,28010.1979136946,5140.4212889411,95.4016245596966,96.8215031045756,558.830796878184,33150.6192026357,1,1,1,1,1,1,1,0,0,2334.18315947455,816.964105816092,78.01,0,0,32.9877251268827,730
1,1,28,1,0,0.907864611266223,NA,2,40,101,1,0.8,"Consultancy","Venezuela",2,1,93662.7741049336,5182.64528986267,78.1742294182127,78.9875718306173,1841.40404451162,98845.4193947963,5,2,0,4,5,5,4,0,2,7805.23117541114,7024.70805787002,86.828302108865,0,0,26.6815121725861,365
1,0,28,1,0,0.139831756364103,NA,2,40,101,1,0.8,"Consultancy","Venezuela",1,0,93519.5123462366,5200.27514880063,76.2693588972225,82.6233960571504,1865.89925872188,98719.7874950372,5,2,1,5,5,5,5,0,1,7793.29269551972,7013.96342596774,78.01,1,0,24.965650693975,365
0,1,27,1,1,0.0677925903111758,NA,2,40,101,1,0.8,"Consultancy","Venezuela",3,1,93646.0274784815,4971.63997775572,77.169806501116,78.5204714341151,1889.45532565613,98617.6674562372,5,2,1,4,4,5,5,1,3,7803.83562320679,7023.45206088611,93.3350576318851,1,1,25.2426124075759,365
1,0,29,2,0,0.0809501067433854,NA,3,54,101,1,0.95,"Analyst","Venezuela",1,1,36051.7393507436,5163.3864115749,85.3477839281608,81.4411204699575,732.793649135425,41215.1257623185,3,2,1,4,3,3,4,0,0,3004.31161256196,1802.58696753718,78.01,0,0,27.5660011089677,730
1,0,26,1,0,-1.25909181993027,NA,3,54,101,1,0.95,"Analyst","Venezuela",1,1,32344.9291631272,5197.03550017407,82.9788662656615,81.6294324963666,654.41950889738,37541.9646633013,2,1,0,2,3,2,2,0,1,2695.41076359393,1078.16430543757,78.01,1,0,25.3414018905029,365
1,1,36,3,2,-0.308695394004117,NA,3,61,101,1,0.95,"Networks","Venezuela",4,1,45002.6291834117,5097.89731317404,87.0914406684322,82.6711756914254,900.952375937553,50100.5264965858,4,1,1,5,5,5,4,1,4,3750.21909861765,2812.66432396323,80.0010618040763,1,0,35.2271422705668,10950
1,1,33,3,3,1.33659124700269,NA,3,61,101,1,0.95,"Networks","Venezuela",5,1,44989.9158661314,5064.81810344763,85.0829254124542,80.6290986187268,903.506581842696,50054.7339695791,4,2,1,5,4,5,4,1,4,3749.15965551095,2811.86974163322,67.8628592245551,1,0,31.5309793604563,12045
1,1,34,1,1,-0.807901251455293,NA,1,17,101,1,0.8,"Engineering (General)","Venezuela",3,1,32415.7174326745,5316.05539404759,61.6900902356241,63.7773489663222,639.319905343586,37731.7728267221,2,2,1,2,2,2,3,1,3,2701.30978605621,1080.52391442248,79.1423766904508,1,0,31.1533415074295,365
0,1,44,1,2,-0.141248979317378,NA,1,17,101,1,0.8,"Engineering (General)","Venezuela",4,0,32393.5122217017,5147.20265005976,63.1884070470093,61.9485416944694,662.515335945616,37540.7148717615,2,2,0,2,2,2,3,1,4,2699.45935180848,1079.78374072339,72.7895302059126,0,1,42.5326032715132,365
0,1,36,3,0,-0.11084129222576,NA,1,17,101,1,0.8,"Engineering (General)","Venezuela",2,1,44984.5702592355,5113.85874586293,62.5264645939865,67.8726223611418,900.020990168747,50098.4290050984,4,1,0,3,5,3,4,0,2,3748.71418826963,2811.53564120222,86.7076109468674,1,0,34.2004867035708,10950
1,1,26,2,0,-0.0483977593425787,-0.562739703363956,2,52,130,1,0.8,"Strategist","Ecuador",2,0,57627.5609507961,5576.54475467289,79.9994321107537,82.019640149931,1153.22165242323,63204.105705469,4,2,0,4,4,4,4,0,1,4802.29674589968,3601.72255942476,68.8605045792334,1,0,24.4042741714055,730
1,1,24,3,1,-0.261564837487876,-0.562739703363956,2,52,130,1,0.8,"Strategist","Ecuador",3,1,71995.6114891288,5703.13073842576,78.0813174014293,83.0089113206147,1444.85549667216,77698.7422275546,4,1,1,5,4,4,4,1,2,5999.63429076074,4499.72571807055,87.6396658011307,0,0,22.6404127867467,15330
1,0,38,1,0,-0.254527323840643,-0.562739703363956,2,40,130,1,0.8,"Consultancy","Ecuador",1,1,93573.9769164599,5695.14377715241,77.7489297404468,82.1147100675156,1856.29965056842,99269.1206936123,5,1,0,4,4,5,4,0,0,7797.83140970499,7018.04826873449,78.01,0,1,36.6287493009053,365
1,0,37,1,0,-1.0012465650723,-0.562739703363956,2,40,130,1,0.8,"Consultancy","Ecuador",1,1,93527.1925930422,5668.93556899538,78.5242945695088,84.1951441149146,1854.74174563694,99196.1281620376,5,1,1,5,4,5,5,0,1,7793.93271608685,7014.53944447817,78.01,0,0,34.8588720679354,365
