"hopt_price","hopt_dist","hopt_edu","hopt_safe","hopt_nroom","hopt_fq","hopt_loc","hopt_price_rnorm"
2163.72601152827,3,1,4,1,5,2,0.530070159785328
1576.9378642956,3,0,3,1,1,3,-0.601826238570169
2298.6895740891,3,1,5,0,3,4,0.848844579497047
4062.04826746571,3,0,4,3,3,5,2.13516092602775
1859.9382551679,4,0,2,4,1,3,-0.0107511321223005
1962.7795629754,4,0,2,1,4,2,0.132842130083279
1249.63760305982,3,0,1,0,2,4,-1.55051567049111
2435.52048790175,2,0,5,2,5,2,1.04976811087168
1720.3133117032,4,0,3,0,3,3,-0.284508674308716
2161.29253515337,3,0,2,3,5,2,0.589152371804169
2296.7496094903,3,0,4,2,2,3,0.808263043270172
4133.3367171711,5,0,3,4,3,4,2.30060319716658
1975.22928723084,1,0,3,0,5,5,0.142547610292452
1854.72208882867,2,0,3,2,4,2,-0.07556356477456
1595.20314656643,4,0,3,1,3,1,-0.434357206309627
3978.69368107528,2,1,5,2,5,4,1.95239088094144
1745.00099845713,2,0,2,2,2,4,-0.196057779332208
2211.80336319324,3,1,2,3,2,4,0.687857587064691
1386.85915386708,4,0,2,1,3,1,-1.09746260516426
3868.4119278286,4,1,4,3,3,3,1.64895142248434
1735.17047198948,3,0,2,1,3,3,-0.175134261578404
923.525180370989,3,0,1,0,1,3,-2.41626820521965
2372.12400882616,5,0,3,0,3,4,1.02224245735989
2011.29673727509,3,1,3,2,2,3,0.231023827319702
1836.91760620071,2,0,3,1,3,4,-0.0195659656177736
1292.930084839,4,0,2,0,2,2,-1.28923877254136
2298.3874993381,2,0,3,0,4,5,0.833156940617669
3372.12479545038,1,1,3,4,5,3,1.26285621875816
1426.51862366449,1,0,2,3,3,2,-0.951125210080301
1516.50630415532,2,0,1,1,5,2,-0.862368147023216
1490.27858012409,2,0,1,1,2,5,-0.906627923699995
1754.5253866122,5,0,2,2,2,1,-0.369770716631529
1735.22884201659,5,0,3,0,1,3,-0.200594420637688
1979.10034560534,4,0,4,3,4,1,0.186769895308158
1990.81531068489,3,0,3,1,1,5,0.146587493207405
1974.56269590384,3,0,3,3,2,3,0.212638557338276
2431.83965637512,3,0,2,1,3,5,1.08267658018662
1372.1260302209,4,0,3,4,2,1,-1.37731743830046
2318.81717025273,1,1,3,3,4,4,0.924047289232324
1678.61215693214,1,0,3,3,3,3,-0.504124306828995
2179.64352514023,4,1,5,1,2,3,0.734297239028741
2012.96748373238,3,0,2,3,3,3,0.264342172023416
681.146489336823,1,0,2,1,4,2,-2.01837726986659
4187.10080109361,3,0,3,3,5,4,1.85360089791928
2415.87365644359,5,1,3,3,3,2,1.07803821055478
2239.83948112352,2,0,2,0,4,5,0.934632562672119
1815.26871114784,3,0,1,1,2,5,-0.175913470723682
2360.37992113246,1,0,2,4,2,5,0.985146554878658
2372.73269767476,5,1,4,3,3,1,0.945256034392391
1933.12605949659,3,0,3,1,2,3,0.0402008025399718
1511.16325067984,4,0,4,1,1,2,-0.836708388292219
1745.68390533746,2,0,2,3,4,4,-0.166012889239705
1188.13647372357,1,0,3,0,4,3,-1.43178868284867
2229.41448027194,4,0,4,1,2,4,0.583161253856635
1962.66403982859,1,0,3,4,3,4,0.179306370242095
1808.21034641005,4,0,3,1,3,2,-0.15464686968645
1962.18815547225,3,0,4,2,2,3,0.164177170599287
2451.38749943665,3,1,4,1,4,3,0.977299328373269
1679.25283570984,3,0,5,1,2,1,-0.440631474303764
2176.6958280848,2,1,5,2,3,3,0.423156637794519
1514.7542969564,4,0,2,1,2,3,-0.767207321825001
1632.59318401314,2,0,2,2,2,4,-0.630968950833717
1538.49372864711,4,1,3,0,2,3,-0.597639671466948
1613.24963415417,3,0,1,1,3,3,-0.486005662921241
504.180529250357,1,0,4,0,3,3,-1.8714892603116
1902.26381689041,3,0,4,1,2,3,0.0227493739776184
1630.23929633724,4,1,3,0,2,2,-0.502889532233053
1220.88296997435,5,0,1,1,1,1,-1.83565824371273
1419.06943425993,4,0,3,3,2,1,-1.04355477843555
2306.84957420407,4,0,3,3,4,3,0.870782253433297
2222.77272400735,4,1,2,0,3,5,0.74581476021898
1002.67429250638,3,0,2,0,2,2,-2.22267599108718
2251.33387795309,2,1,5,2,4,3,0.895366159091382
2435.06465550879,4,1,2,1,4,3,1.00807640935336
4375.98097677112,4,1,4,2,3,5,2.54320539559533
1597.27957820691,3,0,3,1,4,2,-0.472549769629293
1609.56779002795,2,0,4,3,2,2,-0.69576239661157
1576.21954971441,5,0,1,0,2,4,-0.602071323595541
4391.2382413912,5,1,4,2,2,5,1.94157838813746
1763.84889468941,4,0,4,1,2,2,-0.219441510298307
4628.57133475513,4,1,4,1,5,5,3.41277803623931
2350.55267102039,3,1,3,1,3,4,0.821999369969137
1933.46384852364,2,0,2,1,3,5,0.00695150393038897
3425.1861324005,5,0,3,4,4,2,1.42542662574699
3381.04388229792,4,0,5,2,4,2,1.34187523251759
4019.75340495129,2,1,5,3,5,4,2.52512959323713
4169.19059359674,3,1,4,3,5,4,2.10889928794412
1628.60843924349,1,1,2,2,3,4,-0.630665229858962
1486.15920770235,2,0,2,1,4,3,-0.812340306611534
1967.99984648789,2,0,1,2,4,3,0.0252875964301556
1877.43476614099,1,0,3,2,4,4,0.0640030501894973
2092.21127565147,5,0,3,2,4,2,0.441060526705847
391.161675262467,2,0,3,2,1,1,-2.12054041131347
2175.79090714446,2,0,4,3,4,2,0.654872172825743
2067.45285443094,2,0,3,2,2,4,0.366204081710929
2035.72398301326,3,0,3,1,2,4,0.342786830374235
2024.52916949448,2,0,3,2,4,3,0.392709074642162
1251.64523911907,4,0,1,1,4,1,-1.76406713830232
1496.47813295232,5,1,4,1,1,1,-0.815695053792204
1605.358238982,2,1,1,2,2,4,-0.671618416977257
4177.67427266409,4,0,4,4,4,4,1.98976742300467
3460.40273250682,2,0,5,3,3,4,1.21408117501747
1004.806762172,1,0,4,0,1,3,-2.1966171986584
2570.01154342678,2,0,3,3,4,4,1.05291330658984
1895.19822234834,1,0,4,2,4,3,0.00593040780408153
1294.91865604562,2,0,2,3,2,1,-1.21783603835014
1527.44932363368,3,0,5,0,1,3,-0.84861784266069
2214.96790694868,4,0,3,2,2,4,0.727987667476649
1632.37386841568,2,0,2,3,2,3,-0.529577472151168
3515.25489048777,4,1,4,2,4,3,1.659611892889
756.085878360043,2,0,3,1,2,1,-2.21454180230595
3526.68523543631,2,1,3,4,3,4,1.54730462626805
1498.03041251622,1,0,2,1,3,4,-0.863353349188206
2283.66284552798,3,0,3,1,2,5,0.791554038453153
1302.75217109576,2,0,1,1,3,3,-1.30004410177822
1488.26589897416,4,0,2,1,4,1,-0.745777847758835
1665.0185997175,3,0,2,1,1,4,-0.303336107862599
1755.42703380948,5,0,3,2,2,1,-0.419625996205156
2336.89849763209,3,1,4,3,3,2,0.817641965478955
811.901290949611,2,0,1,2,1,2,-2.44829254283002
1939.918029085,2,0,1,3,3,4,0.00270621680232998
2506.93649052265,4,0,3,3,3,3,1.0364728315942
3314.28741034293,3,1,4,3,5,3,1.29506178772803
2285.52075277449,4,1,3,1,4,3,0.797487794435041
1827.00271645033,2,0,2,2,2,4,-0.20134676375364
247.281114988748,4,0,1,0,1,2,-2.31026458282787
2487.83392303649,3,1,3,4,3,3,1.06054775635071
1781.98878444905,2,1,3,3,4,2,-0.243524148219382
2372.23679684412,4,1,5,0,4,3,0.84783441286463
1481.55058704806,5,0,1,0,1,2,-0.916537336511308
1512.90925320363,1,0,2,2,4,3,-0.842270734810897
1508.96905912527,5,0,1,1,1,2,-0.901329197018332
1589.58535927993,2,0,3,2,4,2,-0.730964767449563
1666.68340003769,4,0,4,1,2,2,-0.298954495912683
1674.92007140568,2,0,3,2,3,3,-0.325350720439163
1652.00066315351,3,0,1,3,2,3,-0.35215150462006
2215.35234959224,3,0,5,1,3,2,0.691056118014602
3671.08719292287,5,0,1,4,2,4,1.61239106114728
1636.56907630249,3,0,3,2,1,3,-0.466124382440809
1043.46625945669,3,0,1,1,2,3,-1.87517138809216
1428.33093851357,3,0,1,0,1,5,-0.950627394264889
1904.43843319998,4,0,3,1,3,2,0.0369080928203131
476.2530160732,3,0,3,1,3,1,-1.86228448587308
2127.878458133,3,0,2,2,3,3,0.44112456962794
2508.47984312732,3,1,3,3,3,4,1.08754382863349
3506.80738159876,4,1,3,2,3,4,1.47319162981723
1497.62878877413,2,0,4,3,4,1,-0.828845023985269
1020.67668210935,4,0,1,0,1,1,-1.97201359543873
2063.59708623218,3,1,2,3,4,3,0.299653343813991
1882.94817966334,4,0,3,1,2,3,-0.137555264322356
1449.8843267974,3,0,1,1,4,2,-1.04889086739969
1467.54768371931,3,0,2,1,4,2,-0.932001835259893
4353.84573010838,4,1,4,2,5,4,2.07000978367888
2118.92808620046,3,0,5,1,3,3,0.424507539621485
1961.26194915975,2,0,3,4,3,2,0.0330891390565114
1239.35804711995,4,0,1,0,1,3,-1.39833632034434
1849.07754092431,2,0,3,1,4,2,-0.108265081125071
1829.64915224215,3,0,4,1,3,4,-0.119781573744536
1661.97939780676,2,0,3,2,4,3,-0.40474147616749
2552.90973229925,5,0,4,1,4,2,1.1631880776671
1364.77610326057,3,0,2,0,2,3,-1.28739537463108
1849.92606133177,2,0,4,1,3,3,-0.06618601019128
4129.28752112341,4,0,2,4,4,4,2.29708719396822
1748.37845894112,3,0,3,0,1,5,-0.38203387930958
1724.37447470346,3,0,2,0,3,4,-0.280711622691955
1949.92243261197,3,1,3,0,4,4,0.243282569900232
1625.01559744933,3,0,2,2,3,3,-0.519759315427306
2026.3608084872,4,0,4,3,2,1,0.34520701355646
857.358513694099,3,0,2,1,1,1,-2.37160672268651
1323.76834169026,4,0,3,0,4,2,-1.26475967838606
3551.85623045146,4,1,4,2,5,3,1.64989144226615
1160.54977536572,1,0,2,3,3,3,-1.44435906345861
1610.55200319204,2,1,5,1,1,2,-0.65022258113641
1596.66585121037,1,0,5,4,2,1,-0.482401374415365
1910.52777035305,3,0,4,0,2,4,0.0550375797646624
880.286202425555,3,0,1,0,3,2,-1.97328638271693
4324.46577489918,3,0,3,4,4,4,2.2757448668837
1566.35798327988,4,0,3,1,2,1,-0.590779478628546
1854.28589075913,4,1,4,0,3,2,-0.0524472921905317
4032.19236236849,5,1,3,3,4,4,2.0363428310722
1382.03900390387,2,0,4,0,4,2,-1.31045952337875
1731.41722256672,3,0,2,0,3,4,-0.224905023581001
1978.06251862572,2,0,4,0,4,4,0.236458928014431
2323.23155292824,5,1,4,0,3,3,0.928966472436823
2461.80525672473,3,0,2,3,5,3,1.09985482426054
2484.72762471861,2,1,4,4,3,4,1.11410226659177
1861.92306803993,2,0,4,3,4,1,-0.109907896418137
1800.70865022722,2,0,1,1,2,5,-0.015084274508145
1444.05156516253,2,0,3,2,3,2,-1.08345320641543
1819.22247811889,3,1,3,1,4,3,-0.095260258099417
1498.36275549062,2,1,4,1,3,1,-0.780124010870037
1989.69913869871,4,0,4,1,4,3,0.149556715840304
2260.14481363404,2,0,4,2,5,3,0.704807554436257
1827.40848175208,3,0,2,2,2,4,-0.0218603914599402
3461.63985149478,4,0,3,2,4,3,1.19626404432054
1976.38247401641,2,0,2,1,3,4,0.236534150348295
2334.62033330866,4,1,3,2,4,3,0.94335306703107
2484.65492063786,4,1,4,0,4,4,0.98197940558986
2094.49635879551,2,1,3,3,4,3,0.518285911327872
3670.62496536706,4,1,5,4,4,1,1.7372520633152
3363.09024979392,3,0,3,1,3,5,1.21078829495289
1530.1018693172,4,0,2,1,3,2,-0.799217224722478
1946.97285340212,2,0,2,1,3,5,-0.00235420976971786
1454.72355469638,2,0,2,2,3,2,-1.05098603889714
1167.03128019499,1,1,3,1,3,2,-1.55947160503048
2025.7255707579,2,1,5,2,2,2,0.335070817565422
2390.43436064762,3,0,3,3,2,5,1.0926128358474
1474.3161541711,3,0,4,0,3,2,-0.748382373005325
3291.77922454963,4,1,5,1,3,4,1.32582499421805
1602.95662137282,4,0,3,0,2,2,-0.449043707844636
2495.50139061424,2,0,3,3,3,5,1.00212215923616
1280.7830452807,2,0,2,2,3,1,-1.83458152982885
1626.61084979975,2,1,4,0,1,4,-0.550128561640431
4414.00222248331,4,1,5,4,3,3,2.0636845768328
1885.55024156149,1,0,2,3,3,4,0.0444180088227515
1318.13653520886,3,0,3,1,2,2,-1.19522553498302
1221.88075287651,2,0,2,0,3,2,-1.5654553870537
1380.82980057734,2,0,3,3,3,1,-1.14570473188063
1223.88629878375,2,0,2,1,2,2,-1.66083645877215
1698.59571761186,2,0,3,1,2,4,-0.383897794749018
1509.51828091129,2,0,1,1,4,4,-0.899269765808553
1203.62650791684,1,0,2,1,3,2,-1.63845362962292
1956.75412390953,2,0,2,3,4,3,0.248717174584958
2297.6732270468,4,0,1,3,5,2,0.908349998421103
1501.35985575184,1,0,4,2,2,2,-0.741587084071011
1674.77359036575,4,0,4,2,1,2,-0.442248025334626
2477.47350551776,3,0,5,3,4,2,1.06941873782495
1486.87943286853,2,0,3,2,3,2,-0.807123273542061
2397.81294645101,5,1,4,2,2,2,0.90595574386943
4273.54126559086,4,0,1,4,5,5,2.37221472100367
3304.34302491634,3,1,4,4,2,4,1.32601978364068
1607.80468951027,4,0,1,1,2,2,-0.727932115445644
1786.88093185345,2,1,1,3,4,3,-0.277156526118702
1484.95872725671,3,0,1,1,3,3,-0.779979577412283
2236.52627244211,3,1,4,1,4,3,0.760141452555747
848.419392317045,3,0,2,1,2,1,-1.9178674389192
3482.78445828419,3,1,3,4,3,3,1.20439257447884
710.86641772091,1,0,2,3,3,1,-2.17611886155115
2248.49076954988,4,1,3,2,4,3,0.886844358950096
4733.92708558921,4,0,5,3,2,5,2.58728886086536
2083.15201148693,3,0,4,0,3,5,0.463305532879918
3864.25730573782,2,0,5,4,4,3,1.50848979232992
1219.39710664312,1,1,2,2,2,2,-1.81518282459962
1777.54020057458,1,0,4,2,5,3,-0.174004827034761
2089.49620513993,3,0,4,1,2,3,0.29895776874742
2002.40035741576,4,0,4,4,4,1,0.146930887497985
2317.40330092603,4,0,4,2,3,3,0.798030940890672
1250.87642684585,2,0,2,1,3,2,-1.75660503919348
1720.34098792529,3,0,2,2,3,2,-0.301311356728818
1635.78994675955,2,0,1,1,3,5,-0.477018864733223
1293.44095006876,1,0,2,1,4,2,-1.37158113148768
1536.86661966289,3,0,3,1,2,2,-0.629271748116888
1802.04298883714,4,0,2,2,2,2,-0.274429796759414
1590.66729840794,3,0,3,0,3,3,-0.657697506582493
970.705640568731,4,0,1,0,1,1,-3.48913690403654
1831.09940207086,3,0,1,2,2,4,-0.107330077433682
2026.22293346177,3,0,3,0,2,5,0.241397433059389
2295.71698414655,5,0,4,3,2,2,0.751268093906887
2291.13915568676,3,1,4,3,4,2,0.887498778433461
2483.0539101737,3,0,2,3,2,5,1.08396172962475
1544.19264303133,2,0,3,1,3,3,-0.654725525255631
1667.89750060002,3,0,3,2,1,3,-0.403412541057309
1476.82627405557,2,0,2,4,2,2,-0.820361810317137
3288.58856266508,4,0,4,1,5,4,1.17833166686624
2309.15536990074,2,1,3,2,4,4,0.85298211652608
1646.41674590628,3,0,3,0,3,3,-0.282672497978289
1188.72180956401,1,0,2,4,5,1,-1.72305498027979
1883.60862346786,3,1,2,2,2,4,0.0441084421044759
2061.77970539534,4,0,2,1,4,3,0.32718290101339
3992.89435021491,2,0,5,4,4,4,2.43835900165913
2244.96363699335,3,0,3,2,2,5,0.834350736188953
1564.14212199429,3,1,2,1,1,4,-0.653285070645639
1602.11618237821,3,0,3,1,3,3,-0.526588352940812
1912.32616564953,5,0,3,3,4,1,-0.000818430469445387
1685.7369695638,3,0,1,1,4,4,-0.425595856327987
1602.5542177192,3,0,4,2,3,1,-0.603634875053761
1433.53211574983,1,0,4,1,2,3,-0.993058323954707
3924.01318942557,4,0,3,3,5,4,1.43894985677268
2083.67971976432,1,0,3,4,4,4,0.543396052665415
1372.87223846073,2,0,3,0,3,2,-1.15137865640628
2360.99960628215,5,0,2,2,3,2,0.772350679578195
895.563011552824,2,0,3,0,1,2,-2.35446621981758
1658.31265783322,3,0,3,1,3,2,-0.41046974180131
1988.66797747261,4,1,2,1,2,3,0.13433455595367
1957.54917009171,1,0,4,2,2,4,0.156839813027738
4247.31175885052,3,0,3,4,5,3,1.86176426228215
2288.96053310494,2,0,3,4,4,3,0.76300052368337
1511.04443220646,4,0,2,1,3,1,-0.852695128032177
2354.04217018323,3,0,3,3,3,4,1.05369956683137
2052.97336009877,2,0,3,3,4,3,0.347062128921754
3943.71973001595,3,0,3,3,3,4,1.49531340769756
3637.34511020064,4,0,4,2,5,3,1.62146148816225
804.529411417388,3,0,3,0,2,1,-2.9794579904366
1273.94200430193,3,0,1,0,3,2,-1.74400051089468
4349.81456018784,4,0,4,1,3,5,2.34822445193679
1317.40738372079,3,1,1,1,3,2,-1.25898288586334
2093.03664487905,3,0,2,1,4,4,0.381146813623936
1172.01901988463,2,0,2,1,2,2,-1.65276218405035
2154.50962903871,5,1,3,1,3,2,0.559509050374806
1370.29833808049,4,0,2,0,1,3,-1.30847165534464
1446.65126191939,3,0,2,3,3,1,-1.03018170387698
1611.15087285703,2,0,1,2,2,4,-0.601002546494179
2123.0666332956,3,1,5,1,4,2,0.555317190191542
4279.02596929753,2,0,5,4,5,4,2.19066231515125
1991.33571531973,4,0,2,1,2,5,0.21222712891517
1953.45974821,3,0,5,0,3,2,0.106818852898889
1904.64288354839,4,0,3,1,4,1,-0.0938012880091465
2042.31565424898,2,0,3,3,4,3,0.412720415317405
1328.25526504569,4,0,1,0,5,2,-1.2573842561691
2308.38123557563,3,1,3,3,3,3,0.798226352251195
1605.68307754646,3,1,2,1,3,3,-0.429883296062495
814.504068433099,3,0,3,1,2,1,-2.33986675010415
1168.91308459425,4,0,3,0,1,2,-1.49764221229645
2395.38215511994,4,1,3,3,3,2,1.00250102290601
1770.13583782076,4,0,3,2,3,2,-0.18226248521608
1151.855267677,2,0,3,0,2,3,-1.62945776339084
3291.97556343449,2,0,4,4,3,4,1.329460624967
2002.63265800782,2,0,2,3,2,4,0.270775300455402
2003.97642494632,1,0,2,2,4,4,0.162751509959629
1747.01407552332,1,1,4,0,2,5,-0.222869185741939
2044.84898654221,1,0,5,1,5,2,0.331517344553126
1701.5919175915,3,1,2,1,2,3,-0.371821102662037
1010.47635705512,2,0,1,0,3,3,-2.18593780338575
2106.95764077896,3,0,3,3,3,3,0.462387025883165
1964.5454088059,3,0,3,3,2,3,0.103750736863817
2060.2078585365,4,0,3,1,3,4,0.353404729980773
3610.45297330281,4,1,5,3,4,2,1.5356626576377
1222.75488813404,2,0,1,1,2,3,-1.52935374307974
1962.18475045682,1,1,4,3,3,3,0.0928084147093524
1915.41640602737,4,1,3,1,2,3,0.0943447171719876
3431.01690298271,5,1,4,1,3,3,1.41708002197983
755.109687816757,3,0,1,0,2,1,-3.36369533261517
1845.05587594859,2,0,2,1,3,5,-0.1396783193156
2388.74639285463,2,0,4,2,3,4,1.03173279729572
1626.50615253113,3,0,3,1,3,2,-0.47832915734788
1641.70792967543,3,0,3,1,4,2,-0.535688036767842
1636.38111297809,3,0,4,1,2,3,-0.520632522120336
1821.42301791128,4,1,4,1,3,2,-0.267863928579339
1387.10087644005,2,0,3,1,3,2,-1.08614634412516
4288.7100132109,3,1,5,4,4,2,1.87043450195715
2249.23925668338,4,1,3,2,3,3,0.814893153857774
3495.18390678498,5,1,3,1,2,4,1.56643993167636
1529.48500949476,2,0,2,2,4,2,-0.794451076256391
1662.52841078896,3,0,3,1,2,3,-0.322213317396666
1513.1047113366,3,0,2,0,3,3,-0.773029705632643
1341.20095640942,1,0,1,1,2,5,-1.23302310952128
1813.39269693438,3,0,1,0,5,4,-0.184715161040057
1526.13989289188,2,0,2,1,3,3,-0.794850376069486
1322.46571697042,4,0,5,0,2,1,-1.13729936499443
1668.46795129832,5,0,3,0,3,3,-0.346965173093094
1496.17048639458,2,0,3,1,3,2,-0.801115319106411
1582.74998081701,1,0,3,0,4,4,-0.655388355184376
3954.53222757071,2,0,3,4,5,4,1.56442914388994
1924.78252993753,4,0,4,4,5,1,0.0608361830113015
1785.32461559297,3,0,3,3,1,2,-0.177910804873291
3498.41895225734,4,1,4,4,3,3,1.57306447399412
3783.05386148373,2,0,4,2,4,4,1.51015301422882
1877.88029818921,3,0,4,3,4,1,0.0428218602666863
1493.27011940742,3,0,3,0,3,3,-0.783977178317441
3206.52397370506,3,1,4,3,3,4,1.21424443065548
1354.09189961402,3,0,2,0,1,4,-1.199670076058
717.064903784178,4,0,1,1,2,1,-2.20037274457671
4271.78461506495,4,0,2,4,5,4,2.17801779758751
1366.41006420689,3,0,1,0,3,4,-1.25697995537957
4130.19086005783,3,1,4,4,2,5,2.05725997771066
2236.27715423868,3,1,3,1,3,4,0.840259137669778
1807.61168970309,4,0,2,1,3,4,-0.0752483839499849
4243.04913529559,4,1,3,3,4,4,2.12737882552115
932.985204804222,3,0,1,0,3,1,-2.33269749084441
1397.319876948,3,0,3,2,2,2,-1.00184252014734
1105.14646157167,2,0,2,0,2,3,-2.00904754342013
1762.69335319688,3,0,4,1,3,3,-0.15837300245133
1972.65805201624,1,1,5,1,5,3,0.154564894045861
1517.02526548589,2,0,3,0,1,5,-0.911429668934598
2389.71247175278,4,0,2,1,4,4,1.07645567662179
1282.46530553445,4,0,2,0,2,2,-1.45219993311635
1605.73110243979,2,0,2,3,3,2,-0.51908510582006
1614.81595480241,2,0,4,1,1,5,-0.434166822752579
1662.91696195721,3,0,3,1,1,4,-0.485623422229672
3389.9406474354,2,0,3,4,5,4,1.34119148005957
1595.6872726361,5,0,1,0,1,3,-0.591166792989668
2336.84317641425,1,1,5,3,4,4,0.911056682874913
1137.69837815823,3,0,1,1,2,2,-1.96629569668449
2171.17453013371,3,1,4,3,3,2,0.577579786505466
2325.19376986013,4,0,3,0,3,4,0.80476932542994
